axe_id,task_id,collection,comments,date-rec,find-date,find-place,labels,material,ngr,number,condition,areablad,areablal,areablar,areabody,areapoll,blacon,bladang,blaedwid,blaleng,blasin,blathick,blawid,bothick,corbaby,corbapl,corfroby,corfropl,edcon,edsin,gribabl,gribaby,gribapl,grifrobl,grifroby,grifropl,grinside,gripoled,lefedwid,lefthick,lengmaxt,lengmaxw,longside,lonpoled,maxleng,maxthick,maxwid,polbabl,polbaby,polbapl,poledwid,poleng,polfrobl,polfroby,polfropl,polthick,polwid,rebabl,rebaby,rebapl,refrobl,refroby,refropl,ritedwid,rithick,topthick,weight
10419,96536,Norwich Castle Museum,1. distinct ground facet on poll edge.,17.3.78,"","Thursford Common, Norfolk.",THURSFORD COMMON 114-958,flint,TF 971350,10419,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,110,30,8,,,,110,30,,28,,,,,3,,,,,,,,,,,,,,,,280
10420,96537,Norwich Castle Museum,"1. flint has similar white spots to that of the Lound hoard celts.
2. gloss on blade",17.3.78,1957,"Thorpe Market, Norfolk",142-957 THORPE MARKET 63/226 353,flint,TG 226 353,10420,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,145,30,2,,,,160,30,,47,,,,,0.5,,,,,,,,,,,,,,,,715
10421,96538,Norwich Castle Museum,"1. ASI, 2nd ed, ref. p. 91 ?",17.3.78,1841,"Thorpe St. Andrew, Norfolk","6
Celt found at Thorpe Feb 27 1841
6
H.F. Farr Esq
3-44 EVANS ""A.S.I."" 1872, p 82.",flint,TG 26 08,10421,complete,,,,,,,80,,,,,,,0,0,14,0.75,,,,,,,,,55,0,1.5,,,,120,40,,30,,,,,0.5,,,,,,,,,,,,,,,,335
10422,96539,Norwich Castle Museum,"",17.3.78,1951,Thorpe St. Andrew,"BRKK KILN FM, THORPE-NEXT-NORWICH 1951
67-951",flint,TG 272 094,10422,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,110,0,2,,,,110,20,,40,,,,,0.5,,,,,,,,,,,,,,,,385
10423,96540,Bedford Museum,1. 2 flake scars on front face (flakes struck from back face) meet ground face of back at poll edge. There is no continuous facet on poll edge : mostly less than 1mm across ground surface,21.3.78,"","Kempston, Beds.","KEMPSTON 1862 Evans p. 95
CELT. (HATCHET) POLISHED FLINT. KEMPSTON.1862
2630 B.T.C. G4
Evans 2nd Ed. p.185",flint,TL 0347,10423,complete,,,,,,,85,,,,,,,0,0,1,0,,,,,,,,,95,25,6.5,,,,95,35,,36,,,,,3,,,,,,,,,,,,,,,,315
10424,96541,Bedford Museum,"1. poll edge rough & cherty, partly ground over.",21.3.78,"",[...] Briggleswade & Broom Froghall Field & Gipsy Lane,70/B/50,flint,TL 18 43,10424,"",,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,115,30,2.5,,,,115,30,,34,,,,,6,,,,,,,,,,,,,,,,300
10425,96542,Bedford Museum,"",21.3.78,"","Cardington, Beds",1973/10/3,flint,TL 082 489,10425,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,100,0,1.5,,,,105,25,,22,,,,,0,,,,,,,,,,,,,,,,180
10426,96543,Bedford Museum,1. poll edge formed by intersection of ground face on back & flake scar (point of percussion centre of back face) on front. This flake scar is ground in on front face.,21.3.78,"","Aldeburgh, Suffolk","Aldeburgh. Suffolk. Easter 1885
8748",flint,TM 4656,10426,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,65,0,4,,,,70,30,,31,,,,,0.5,,,,,,,,,,,,,,,,155
10427,96544,Bedford Museum,"1. poll edge somewhat rounded in section
2. all of 'damage' may be ancient. There are some slightly rounded ground facets on the blade edge (see drawing) up to c. 1mm across. On the assumption that these were put on as part of a resharpening process (not completed), the dashed line is a suggestion of the blade shape before the 'damage'. All blade measurements are taken, when affected, from this dashed line. The ground facets do not fill in a straight line, as would probably have been the case if this piece once had a continuous rounded blade edge. No striations are visible to the naked eye.",21.3.78,"","Cardington, Beds.",1973/10/2,flint,TL 082 489,10427,complete,,,,,,,90,,,,,,,5,0,0,0,,,,,,,,,160,30,5,,,,160,30,,44,,,,,2,,,,,,,,,,,,,,,,610
10428,96545,Bedford Museum,"",21.3.78,"","Jackmans Farm, Bedford, Beds.","Comfield 400 yds SW. Jackman's Fm, Kimbolton Rd BEDFORD",flint,TL 05 52,10428,fragment,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,100,,,,,,100,35,,28,,,,,,,,,,,,,,,,,,,,,215
10429,96546,Bedford Museum,"",21.3.78,"","Great Barford, Beds.","70/B/86 Gt Barford
70/B/86",flint,TL 13 52,10429,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,180,25,11.5,,,,180,25,,49,,,,,2.5,,,,,,,,,,,,,,,,750
10430,96547,Ruttand County Museum,"",22.3.78,"","Pickworth, Leics.",PICKWORTH 1978.8,flint,SK 9913,10430,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,0,0,0.5,,,,140,10,,25,,,,,0.5,,,,,,,,,,,,,,,,190
10431,96548,Rutland County Museum,"",22.3.78,"","Braunston, Leics.",[sic] 1970 146 BRAUNSTON,flint,SK 8306,10431,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,75,0,1.5,,,,110,20,,28,,,,,1,,,,,,,,,,,,,,,,200
10432,96549,Central Museum Northampton,"1. poll edge may be damaged
2. no polish on back face.
3. blade edge very sharp & fresh.",23.3.78,1889,"Everdon, Northants.","Everdon 1889
-EVERDON- -H.D- 2-A - 202
82 H.D
725/B6
D.117/1954-5 EVERDON",flint,SP 59 57,10432,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,110,10,3,,,,110,30,,36,,,,,0.5,,,,,,,,,,,,,,,,415
10433,96550,Central Museum Northampton,"1. poll edge at c. 15° to blade edge
2. blade edge fresh & sharp.",23.3.78,"","Weldon, Northants.","Nr WELDON Lent By REV. W. FINSH-HATTON
106.
D.131/1954-5 NR. GREAT WELDON",flint,SP 92 89,10433,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,150,30,3.5,,,,150,30,,28,,,,,2.5,,,,,,,,,,,,,,,,385
10434,96551,Central Museum Northampton,"1. looks iron stained. Fresh condition, but without 'roughout' feel.",23.3.78,"","Brixworth, Northants.",O.55/1968 BRIXWORTH,flint,SP 74 70,10434,roughout,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,,,120,20,,37,,,,,0,,,,,,,,,,,,,,,,330
10435,96552,Central Museum Northampton,1. poll edge = single flake scar.,23.3.78,"","Guilsborough, Northants.","D.114/1954-5 
NR GUILSBOROUGH",flint,SP 67 73,10435,complete,,,,,,,105,,,,,,,0,0,0,0,,,,,,,,,155,0,5,,,,155,15,,44,,,,,5,,,,,,,,,,,,,,,,655
10436,96553,Central Museum Northampton,"1. has not got fresh 'roughout' feel, No grinding on back face. but in fresh condition.",23.3.78,1954,"",D. 141/1954-5 NORTHAMPTON BANTS LANE,flint,SP,10436,complete,,,,,,,80,,,,,,,1,0.5,0,0.25,,,,,,,,,0,0,0,,,,115,25,,33,,,,,0,,,,,,,,,,,,,,,,350
10437,96554,Central Museum Northampton,"1. a very fine celt.
2. side view is of right side, measurements from left side. RITEDWID = 8.0.
3. distinct ground facet on poll edge.",23.3.78,"","Guilsborough, Northants.","NR. GUILSBOROUGH D115/1954-5
86.",flint,SP 67 73,10437,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,130,35,6.5,,,,130,35,,29,,,,,1,,,,,,,,,,,,,,,,320
10438,96555,"Westfield Museum, Kettering","1. rather distinctive khaki coloured flint, banded & motlled with cream & purple.
2. poll edge is continuation of rounded facet of side edges.",23.3.78,"","Brigstock, Northants.",70.1,flint,SP 94 85,10438,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,120,20,2,,,,120,20,,33,,,,,1,,,,,,,,,,,,,,,,275
10439,96556,"Westfield Museum, Kettering",1. gloss on blade.,23.3.78,"","Dalkeith Avenue, Kettering",196 7.1,flint,SP,10439,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,150,20,7,,,,150,20,,39,,,,,1,,,,,,,,,,,,,,,,550
10440,96557,Stamford Museum,"",29.3.78,"","Barholm, Lincs.",NOT TO BE SECTIONED,flint,TF 0910,10440,fragment,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,110,,3,,,,110,20,,35,,,,,,,,,,,,,,,,,,,,,240
10442,96558,Newark Museum,1. side edges looked pecked + then only lightly ground.,29.3.78,"","West bank of River Devon, Wensor Bridge, Shelton, Notts",96.56,flint,SK 787 457,10442,complete,,,,,,,100,,,,,,,0,0,0,0,,,,,,,,,120,45,5,,,,120,45,,36,,,,,10,,,,,,,,,,,,,,,,945
10443,96559,Newark Museum,1. distinct poll facet,30.3.78,"","Crankly Point, Newark-on-Trent, Notts",775.1,flint,SK 80 56,10443,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,150,25,5,,,,150,25,,39,,,,,5,,,,,,,,,,,,,,,,410
10444,96560,Newark Museum,"1. found whilst trenching for high tension pylons.
2. my reconstruction of poll edge may be wrong.",30.3.78,"","Famdon, Notts",20.39,flint,SK 768510,10444,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,110,30,10,,,,110,30,,34,,,,,0.5,,,,,,,,,,,,,,,,375
10445,96561,Newark Museum,"1. poll edge slightly irregular, but along 1/2 of it there is a distinct facet.",30.3.78,"","Cotmoor Lane, Southwell, Notts",159.54,flint,SK 666525,10445,complete,,,,,,,75,,,,,,,2,0,3,0,,,,,,,,,105,40,4,,,,105,40,,29,,,,,1.5,,,,,,,,,,,,,,,,315
10446,96562,"Avebury
Museum","1. poll edge = flake scar, point of percussion right side of back face.
2. side edges distinctly squared where ground. ",4.4.78,"","Avebury henge, s.e.quadrout, Wilts.",[none],flint,SU 102700,10446,reworked fragment,,,,,,,75,,,,,,,0,0,0,0,,,,,,,,,35,0,5.5,,,,35,35,,29,,,,,17,,,,,,,,,,,,,,,,145
10447,96563,"Avebury
Museum","1. poll edge formed by 2 flake scars, points of percussion on front face.
2. Smith 1965, p. 237, Fig 80, F 197.",4.4.78,"",West Kennet Avenue,WK 346,flint,SU,10447,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,15,0,2,,,,70,25,,23,,,,,13,,,,,,,,,,,,,,,,60
10448,96564,"Devizes
Museum",1. poll edge = flake scar; p. of p. centre front face.,5.4.78,"","Avebury, Wilts","B.C.
Avebury
DM 1489

11/12/[?]
Avebury",flint,SU 1069,10448,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,30,0,19,,,,105,10,,23,,,,,9,,,,,,,,,,,,,,,,70
10449,96565,"Devizes
Museum",1. possibly reflaked at blade - note: step flaking on front face.,5.4.78,"","Aldboarns, Wilts","Aldbourne
Lanes Fm.
A.P.95

B.C.
Aldbourne
DM 1477",flint,SU 2675,10449,fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,10,0,0.5,,,,140,10,,25,,,,,0,,,,,,,,,,,,,,,,125
10450,96566,Devizes Museum,"1. poll edge double faceted [drawing]
there is what appears to be secondary grinding round 'damage scars' on poll (ground smoother than surrounding) : if this interpretation is correct, 'damage' is ancient. Assumed that poll edge originally regular & fully ground. 'Secondary grinding' has removed double facet of poll edge above the scars.
2. One of hoard of 3",5.4.78,"","Crudwell, Wilts.","26. - Very fine Celt of Flint, coloured by [...]ginous clay. Found at Crudwell, in 1862, with 2 others, about 18 inches below the surface. The [...] was sent to lady Cooper, who ""gave it to a collector Length 9 1/2 inches Evans Stone Implts p. 90
CRUDWELL DM 1482",flint,ST 9592,10450,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,210,35,6,,,,210,35,,38,,,,,2,,,,,,,,,,,,,,,,805
10451,96567,Devizes Museum,"1. A masterpiece.  The flint is bonded in a similar way to that from which the Newhouse, Haycastle celt (Tenby Mus.) is made, though not so prominently .  The cortex is totally ground + the resultant cream streak adds to the banded effect; the latter may be accentuated by the copper-coloured staining.
2. The blade edge is fresh, but small flake scars along it (most <2mm long) mean that much of it is missing.
3. Devizes Catalogue II, ?Cunnington + Goddard 1911: no. 7 (p5), Pl. iii. 3. One of a hoard of 3. (for 2nd of DM 1482)

Note: numbers after Longside: 0; 17.0; 55; 65; 69",18.11.77,1862,"Crudwell, Wilts","Crudwell
DM 1480

869",flint,ST 9592,10451,complete,12.25,6.25,6,118.5,3.5,0,75,0,24,0,21,69,19,16,1,0,0,0,0,12.25,117,3.25,12.25,112.5,3.5,200,40,7,30,99,33,200,40,227,37,70,8,16.5,0,1.5,13,8,11,0,13,41,,,,,,,7,30,19,710
10452,96568,"Devizes
Museum",1. poll edge facet separated from face (where they meet as ground surfaces) by distinct angle.,5.4.78,"","Ogbourne, Wilts","Ogbourne
21/5/12

B.C.
Ogbourne

DM
1470",flint,SU 18 72,10452,reflaked,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,130,30,6,,,,130,30,,36,,,,,4,,,,,,,,,,,,,,,,320
10453,96569,"Devizes
Museum","1. not completely fresh, but does still have slight roughout feel",5.4.78,"","Bohune Down, Manningford, Wilts","Manningford
Bohun
Down
Dixon BEQ.

DM 1485

Manning Ford
[?Boham] Down
Dixon Bequest",flint,SU 16 55,10453,"",,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,0,0,0.5,,,,225,35,,41,,,,,0.5,,,,,,,,,,,,,,,,925
10454,96570,"Devizes
Museum",.,5.4.78,"","Fyfield, Wilts","6.3.31.
Fyfield
Pewsey",flint,SU 176606,10454,complete,,,,,,,85,,,,,,,2,1,10,1,,,,,,,,,65,15,3,,,,110,25,,34,,,,,1,,,,,,,,,,,,,,,,295
10455,96571,"Spalding
Gentlemen's Society","1. poll edge might be damaged or even missing: measurements assume it to be complete.

Evans p. 100",10.4.78,1885,"Trimingham Beacon, Norfolk","Trimington

20",flint,T9 28 38,10455,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,150,0,7,,,,150,45,,34,,,,,0.5,,,,,,,,,,,,,,,,480
10456,96572,"Spaulding
Gentlemen's Society","1. although no obvious grinding on left side edge, right edge has c. 35mm ground; RITEWID - 0.5
2. blade edge sharp, though with much small scarring.

Note: numbers after LEFTWID - 0.5; 0; 39; 41; 49",10.4.78,1899,"Sporle, Norfolk","70
Sporle
Near
Dereham",flint,TF 84 11,10456,complete,,,,,,,65,,12,,11,59,,0,0,0,0.25,,,,,,,,,0,0,0.5,,50,,130,40,160,18,,,,,0,6,,,,9,41,,,,,,,,,,160
10457,96573,"Spaulding
Gentlemenr's Society",1. I think the 3 scars on front face poll are slightly ground in but I may be wrong.,0.4.78,"",Kingsclere [Hants},"Celt
found at
Kingsclere
AKM",flint,SU 52 58,10457,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,90,0,6,,,,90,35,,37,,,,,0.5,,,,,,,,,,,,,,,,300
10458,96574,"p.p.
(Northampton Museum)","",12.4.78,1973,"Naseby, [?Northants]",[none],flint,SP 681794,10458,fragment,,,,,,,,,,,,,,0,0.25,0,0.25,,,,,,,,,90,10,1,,,,90,15,,18,,,,,1.5,,,,,,,,,,,,,,,,95
10459,96575,"Northampton
Museum","1. found with 10460 + 10461    at SP 9805 7128.
These 3 celts are in the same condition: white patina, + a light brown encrustations on the back face.
6 celts found with fragments of Neoliths ? pottery beneath an old yew tree when digging for the construction of a new house.  Two were axes possibly found later.  These 3 come from first find.  Northants Evening Teleg. 22 June 1938: 'The fragments of pottery found appear to be of the type made by this people [ie. Neo] - smooth, round-bottomed vessels, known as ""Windmill Hill"" pottery, as..
[continued on 10460]",12.4.78,1938,"Stanwick, Northants","D 98/1954-5
Stanwick",flint,SP 981713,10459,fragment,,,,,,,100,,,,,,,0,0,0,0,,,,,,,,,135,,5.5,,,,135,,,33,,,,,,,,,,,,,,,,,,,,,420
10460,96576,"Northampton
Museum","1. found ih 10459 + 10461
2. distinct facet on poll edge

[continued from 10459]....many specimens have been found at Windmill Hill, near Avebury.  The pottery is back on the outside, + an attempt will be made to reconstruct the small pieces into a vase or dish.  (info probably from Mr. J. Dunn, headmaster of Col E school.  Burton Latimer, who identified celts as Neo.).
1938 correspondence shows finder (A.J. Petter) offered 4 for sale to museum, intending to keep 2.  Elsie Clifford asked Potter for permission to publish.  3 given, 1941.",12.4.78,1938,"Stanwick, Northants","D.100/1954-5
Stanwick",flint,SP 981713,10460,reworked fragment,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,105,30,5,,,,105,30,,27,,,,,1.5,,,,,,,,,,,,,,,,195
10461,96577,"Northampton
Museum","1. found with 10459 + 10460
2. I assume part of original poll edge remains: this is an unground flat scar facet",12.4.78,1938,"Stanwick, Northants","Stanwick
D.99/ 1954-5",flint,SP 981713,10461,reworked fragment,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,140,0,2.5,,,,140,10,,22,,,,,2.5,1,,,,,,,,,,,,,,,180
10462,96578,"Northampton
Museum
L.426","1. ground only on one face; only one period of working
2. ? pat white, but fresh breaks show blue-grey flint.  Like other Stanwick celts, flint is mottled with grey patches.
3. like other Stanwick celts, encrustation on one face only.  It is not as fresh as the others - presumably because of much handling since discovery.
4. Letter [?wrqMoore] 26.8.81: 'comes from the same area [as the Stanwick cache] but cannot, at present, be definitely linked with the hoard.  Loaned 1979 (L.426) by Mr. N. Meadland.",23.10.81,"",Stanwick,[none],flint,SP 981713,10462,"",,,,,,,,,,,,,,0,0,0,0,,,,,,,,,80,,1,,,,125,,,,,,,,,,,,,,,,,,,,,,,,
10463,96579,"Northampton
Museum","1. poll edge = flake scar, struck from left side.  This may be damage or reworking, but nothing bout the condition of the flint potentially supports this.",12.4.78,"","Hunsbury Hill, Hardingstone, Northants","Nr. Hunsbury
D.109/ 1954-5

88.",flint,SP 7368,10463,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,10,0,1,,,,55,20,,21,,,,,10,,,,,,,,,,,,,,,,65
10464,96580,"Northampton
Museum","1. found withno. 10465 + 'four or five others' at SP T2716861 on Golf Course, 'under the green' by Mr. Carrick (green-keeper).  Golf Cottage, Church Brampton.",12.4.78,1962,"Golf Course, Church Brampton, Northants.","SP T31643
Church
Brampton

Y91",flint,SP 727646,10464,complete,,,,,,,70,,,,,,,0,0,0,0,,,,,,,,,100,0,0.5,,,,115,25,,14,,,,,0,,,,,,,,,,,,,,,,95
10465,96581,"Northampton
Museum","1. found with no. 10464 + 'four or five others', at SP 7271 6461",12.4.78,1962,"Church Brampton, Northants","Y92
SP 731643
Church Brampton",flint,SP 727646,10465,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,20,10,4,,,,105,15,,21,,,,,0.5,,,,,,,,,,,,,,,,100
10466,96582,"Northampton
Museum","1. poll edge = cortex
2. whole celt glossy, esp. on blade.",12.4.78,1903,"Semilong, Northants","2 L 5
Northampton
Semilong
D.107/ 1954-55  2L5

Y103

95.

718
B60",flint,SP 7562,10466,complete,,,,,,,95,,,,,,,0,0.25,7,0.25,,,,,,,,,135,0,3,,,,135,25,,41,,,,,5,,,,,,,,,,,,,,,,485
10467,96583,Northampton Museum,"",14.4.78,"","Weldon House, Northants.","NR. WELDON GRANGE LENT-BY-J. ROOKE-ESQ JUNR.
105.
Y 105
ZL.8 GREAT WELDON",flint,SP 912886,10467,complete,,,,,,,80,,,,,,,12,0,0,0,,,,,,,,,105,10,2,,,,125,20,,30,,,,,0.5,,,,,,,,,,,,,,,,210
10468,96584,Northampton Museum,"",11.4.78,"","Ecton, Northants.",East Lodge ECTON D.48/1959-60,flint,SP 831644,10468,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,25,0,1,,,,90,10,,22,,,,,0,,,,,,,,,,,,,,,,100
10469,96585,Northampton Museum,"1. back face almost fully ground, except for scars on poll.
2. rounded blade edge, faintly striated.",11.4.78,"","Adam's Ave, Northampton, Northants.","NORTHAMPTON, ADAM'S AVE. D.103/1954-5
Norhampton 99. A.2]",flint,SP 766611,10469,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,85,20,7,,,,85,20,,26,,,,,1,,,,,,,,,,,,,,,,180
10470,96586,Northampton Museum,"1. RITEDWID = 23.5
2. blade edge quite fresh.
3. if ground with blade away from body, probably ground with right hand, as suggested by sloping side edges.",11.4.78,"","Potterspury, Northants.","Pottersbury [sic] Potter
104.
724/360
ZL.10 POTTERSBURY [sic]
Y104",flint,SP 75 43,10470,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,190,35,19,,,,200,40,,59,,,,,2,,,,,,,,,,,,,,,,
10471,96587,Northampton Museum,"",11.4.78,"","Gretton, Northants.","BETWEEN GRETTON & KIRBY ZL 12
L 76 3
Found between Gretton and Kirby
2.A.213",flint,SP 90 92,10471,complete,,,,,,,90,,,,,,,0,0,0,0.5,,,,,,,,,110,0,5,,,,115,40,,35,,,,,17,,,,,,,,,,,,,,,,400
10472,96588,Northampton Museum,"1. poll edge had distinct facet.
2. found 6' below surface when culverting",11.4.78,1931,"Raeburn Rd, Northampton, Northants.",P13/1931 NORTHAMPTON RAEBURN RD.,flint,SP 767 627,10472,complete,,,,,,,75,,,,,,,0,0,0,0,,,,,,,,,135,30,4,,,,135,30,,33,,,,,1,,,,,,,,,,,,,,,,305
10473,96589,Northampton Museum,"",11.4.78,"","All Saints Churchyard, Northampton, Northants.","A 201 N-M- 97.
Northampton D.101/1954-5",flint,SP 755 605,10473,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,95,25,3,,,,95,25,,33,,,,,0,,,,,,,,,,,,,,,,300
10474,96590,Northampton Museum,"1. poll edge has distinct facet. So does blade edge, c. 0.5mm wide
2. CORBABL = c. 2.50. All cortex ground.",11.4.87,"","Hargrave, Northants.","87.
Moyer [...]thorpe
ZL.14 HARGRAVE Y100",flint,TL 03 70,10474,complete,,,,,,,75,,,,,,,15,3.5,0,0,,,,,,,,,75,40,3,,,,75,40,,21,,,,,2,,,,,,,,,,,,,,,,150
10475,96591,Northampton Museum,"1. gloss on blade
2. found c. 4' below surface
Evans 1872 p. 113
3. ASI 2nd ed p. 124 ?",11.4.78,1855,"Lower Thrift St, Nortampton","LOWER THRIFT STREET -W-H-
LOWER THRIFT STREET NORTHAMPTON. D.1061 1954-5",flint,SP 767607,10475,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,155,35,8,,,,155,35,,41,,,,,1,,,,,,,,,,,,,,,,570
10477,96592,Northampton Museum,"1. blade edge fresh & sharp. Hollow = 3mm.
2. Bull. Northants. Fed. Arch. Socs. 5, 1971, p. 3.
3. found on gravel pit spoil heap.",11.4.78,1970,"Little Houghton, Northants.",D.281.1972.,flint,SP 797 601,10477,complete,,,,,,,80,,,,,,,9,0,11,0,,,,,,,,,110,15,3.5,,,,110,15,,32,,,,,1,,,,,,,,,,,,,,,,390
10478,96593,Northampton Museum,"1. poll edge facet tapers towards centre ; on left, unground flake scar remains (fully ground in).",11.4.78,"","Tiffield, Northants.","TIFFIELD, NR. TOWCESTER
D.97/1954-5
[...]6",flint,SP 69 51,10478,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,115,25,,,,,115,35,,33,,,,,3,,,,,,,,,,,,,,,,2
10479,96594,Grantham Museum,"1. blade edge quite fresh
1. [sic] found in freshly ploughed field.",13.4.78,1955,"Barkston, Lincs.",D/N 3268,flint,SK 924 425,10479,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,130,35,1.5,,,,130,35,,41,,,,,1,,,,,,,,,,,,,,,,605
10480,96595,Grantham Museum,1. brown staining in patches : ? burnt.,13.4.78,"","Wilsford, Lincs.","WILSFORD
Wilsford See Phillip Lens [?]
TF 004 431
TF004431",flint,TF 004 431,10480,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,130,10,2.5,,,,130,30,,31,,,,,1,,,,,,,,,,,,,,,,300
10481,96596,Grantham Museum,1. blade edge fresh & sharp. Regularly curved : hollow 2mm.,13.4.78,1857,"","QUEENSWAY, GRANTHAM 1957
D/N 3329",flint,SK 930 369,10481,complete,,,,,,,70,,,,,,,0,0,2.5,0,,,,,,,,,120,20,2,,,,120,20,,20,,,,,1,,,,,,,,,,,,,,,,120
10482,96597,Grantham Museum,1. blade edge fresh & sharp ; straight.,13.4.78,"","Caythorpe, Lincs.","Caythorpe
Flint Battle Axe
53",flint,SK 93 48,10482,complete,,,,,,,70,,,,,,,0,0,0,0,,,,,,,,,90,0,1,,,,160,10,,18,,,,,0,,,,,,,,,,,,,,,,115
10483,96598,Wisbech & Fenland Museum,"1. polle edge = flake scar, struck from centre of front face. This looks ancient, but side edges might be more recently damaged.",14.4.78,"","Witcham Farm, Manea, Cambs.","40
A. Seekings Witch Farm MANEA
Manea
Witch Farm (all?) (and) ([...]?)
A.S Witch Farm",flint,TL 47 87,10483,complete,,,,,,25,85,,,,,,,0,0,0,0,,,,,,,,,40,0,1.5,,,,80,20,,,,,,,7,,,,,,,,,,,,,,,,110
10484,96599,Wisbech & Fenland Museum,"",14.4.78,"","Byall Fen, Manea, Cambs.","Manea Byall Fen Parts
J. Bradshaw",flint,TL 45 86,10484,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,120,35,2,,,,120,35,,38,,,,,2,,,,,,,,,,,,,,,,470
10485,96600,Wisbech & Fenland Museum,1. distinct facet along c 1/2 of poll edge.,14.4.78,"","Byall Fen, Manea, Cambs.","Manea. Byall Fen Parts Field. Bradshaw
Manea. Byall Fen. Parts Field J. Bradshaw.",flint,TL 45 86,10485,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,155,35,3,,,,155,35,,42,,,,,1,,,,,,,,,,,,,,,,595
10486,96601,Wishech + Fentand Museum,1. distinct facet (with rounded edges) on poll edge,14.4.78,"","Manea, ?Cambs","J. Cave
500
40 Manea

Manea",flint,TL 47 89,10489,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,85,20,5,,,,85,20,,27,,,,,1.5,,,,,,,,,,,,,,,,180
10487,96602,Wisbech & Fentand Museum (3.1960),1. poll edge may be damaged or possibly even missing.,14.4.78,"","Block Fen, [Chattevis], Cambs.",[NONE],flint,TL 43 83,10487,complete,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,140,0,2.5,,,,140,35,,39,,,,,0.5,,,,,,,,,,,,,,,,570
10488,96603,Wishbech+Fentard Museum,"1. right side edge = 6 mm wide, whole of original edge remains.
blade edge = blunt + sinuous, but continuous.",14.4.78,"","Purks Bridge, Manea, Cambs","Paul Morn's

Morris
Purts Bdge.
Manea

Morn's
P. Bdg.
",flint,TL 47 87,10488,reworked fragment,,,,,,,80,,,,,,,0,0,0.5,0,,,,,,,,,0,5,0,,,,85,5,,24,,,,,1,,,,,,,,,,,,,,,,105
10489,96604,Wisbech & Fentand Museum ,"1. greater part of back face formed by single flake scar, apparently struck from right side of celt. This is what gives the hollow appearance of the back face. This could suggest the celt to be made from 2 large flake, although if so, all dorsal scars have been removed.",14.4.78,"","Langwood Hill, Chatteris, Cambs","Langwood Hill O.D. 13.4 JR. 
J.ROL.[...?]
Chatteris",flint,TL 41 85,10439,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,65,15,1,,,,95,40,,19,,,,,0.5,,,,,,,,,,,,,,,,190
